ID,elevation,aspect,slope,hor_hydro,ver_hydro,hor_road,hillsd_9am,hillsd_noon,hillsd_3pm,hor_fire,cover_type,soil,wild,twild
2656,3352,331,18,256,70,2207,174,215,179,2940,1,39,1,w1
2657,3344,128,23,306,118,1850,251,218,82,3046,1,39,1,w1
2658,3042,121,3,216,19,3045,224,237,148,1253,2,32,3,w3
2659,2983,29,11,190,43,1276,216,217,135,553,1,23,3,w3
2660,2963,332,18,162,23,1784,176,215,177,644,1,24,3,w3
2661,2487,338,14,458,75,474,190,220,169,1006,6,6,4,w4
2662,2390,84,15,127,34,655,240,214,101,1337,6,1,4,w4
2663,2337,311,5,162,5,216,206,236,169,1348,6,10,4,w4
2664,3365,129,13,283,83,1948,241,232,118,2960,1,40,1,w1
2665,3030,108,21,67,22,738,250,211,79,1987,1,29,1,w1
2666,2997,266,6,216,19,2890,204,243,177,594,1,32,3,w3
2667,3350,281,28,180,68,2279,133,230,230,2838,1,39,1,w1
2668,2929,270,9,30,3,2530,197,243,186,454,2,19,3,w3
2669,3040,207,1,150,0,3115,218,239,158,1226,2,32,3,w3
2670,3035,186,7,108,4,3356,222,246,158,1020,2,32,3,w3
2671,2813,100,10,30,1,721,237,227,120,2429,2,17,3,w3
2672,3377,86,11,283,95,2053,236,222,117,2846,1,40,1,w1
2673,3028,214,2,162,11,3263,217,240,160,957,2,32,3,w3
2674,3004,161,16,60,13,2737,234,242,133,1613,2,32,3,w3
2675,2996,182,21,30,2,2619,221,248,150,1727,2,20,3,w3
2676,2535,93,16,228,66,1048,243,214,96,755,3,6,4,w4
2677,3049,101,19,60,7,875,248,212,85,2118,1,29,1,w1
2678,3023,147,11,0,0,2949,235,239,134,1426,1,32,3,w3
2679,3290,32,18,258,64,3772,213,198,115,2781,1,39,1,w1
2680,3086,111,23,153,31,3249,252,208,71,2580,1,29,1,w1
2681,3125,114,6,30,5,1209,232,233,135,2455,1,29,1,w1
2682,3036,222,7,30,3,735,211,247,172,924,2,23,3,w3
2683,2981,148,11,67,8,819,234,239,135,1443,2,33,3,w3
2684,3337,350,21,120,44,2483,179,201,157,2654,1,39,1,w1
2685,3126,103,8,324,55,543,233,230,130,624,1,32,3,w3
2686,2452,266,17,90,10,1134,175,245,208,811,2,10,4,w4
2687,3145,156,15,42,5,3458,235,241,132,2568,1,29,1,w1
2688,3008,72,12,240,13,1172,233,217,115,716,1,32,3,w3
2689,2978,45,5,390,46,1969,221,229,144,792,1,32,3,w3
2690,3005,307,9,216,34,2863,194,235,180,757,2,32,3,w3
2691,2436,75,23,60,35,977,241,189,66,658,2,10,4,w4
2692,3208,322,22,162,13,2876,158,212,191,2486,1,29,1,w1
2693,3357,0,17,190,64,2438,193,206,148,2607,1,39,1,w1
2694,3153,68,20,120,4,1356,236,196,83,2560,1,29,1,w1
2695,3043,350,16,67,8,864,189,211,159,2001,1,29,1,w1
2696,2989,92,7,408,49,1697,231,229,131,882,2,32,3,w3
2697,3096,108,10,255,39,600,238,228,120,497,1,31,3,w3
2698,2834,101,14,150,26,633,243,220,103,2603,2,11,3,w3
2699,3368,327,30,297,75,2707,135,192,189,2526,1,39,1,w1
2700,3124,65,5,108,10,1235,225,230,140,2407,1,29,1,w1
2701,3009,341,14,190,12,1307,191,219,167,853,2,24,3,w3
2702,3035,336,10,255,33,3007,198,226,168,895,1,32,3,w3
2703,2871,81,9,335,56,808,233,224,123,2728,2,11,3,w3
2704,2863,3,16,541,133,210,197,208,146,1129,2,11,3,w3
2705,2750,40,12,474,30,60,221,214,126,720,5,17,3,w3
2706,2692,68,4,85,8,170,224,231,142,1018,2,11,3,w3
2707,2397,51,24,42,20,497,224,182,80,534,6,10,4,w4
2708,3373,158,5,417,161,3937,226,241,149,2683,1,38,1,w1
2709,3172,289,26,60,29,3021,138,226,224,2407,1,24,1,w1
2710,3034,18,11,283,14,1481,211,217,142,902,2,32,3,w3
2711,2804,35,13,351,70,134,218,211,127,808,2,11,3,w3
2712,2677,138,6,30,4,67,230,238,141,1172,2,17,3,w3
2713,2514,30,22,95,37,957,207,187,108,997,3,10,4,w4
2714,2942,321,10,42,0,2465,194,230,176,751,1,20,3,w3
2715,3015,2,13,134,16,2787,202,215,150,1704,2,32,3,w3
2716,2907,168,19,175,48,992,231,244,136,2072,2,33,3,w3
2717,2879,119,10,408,64,845,237,232,125,2809,2,11,3,w3
2718,2849,310,11,767,117,108,189,232,183,1559,2,10,3,w3
2719,2787,62,14,430,53,124,231,211,109,800,2,11,3,w3
2720,2441,66,23,30,13,876,235,187,72,553,2,10,4,w4
2721,2528,223,12,127,27,1100,204,251,182,994,2,6,4,w4
2722,3092,358,22,216,50,832,182,195,147,1889,1,29,1,w1
2723,2981,68,3,503,0,1834,222,234,148,984,1,32,3,w3
2724,2958,329,14,30,6,2583,186,223,176,794,2,31,3,w3
2725,3056,359,13,162,0,3362,200,216,153,1214,2,32,3,w3
2726,3003,163,15,120,17,968,233,243,137,711,2,24,3,w3
2727,2899,11,2,342,103,1189,217,234,155,2791,2,11,3,w3
2728,2864,132,14,379,56,779,241,232,118,2806,2,11,3,w3
2729,3339,54,10,234,57,2079,226,218,125,2585,1,39,1,w1
2730,3079,30,19,30,1,1142,211,196,116,2210,1,29,1,w1
2731,2964,62,21,361,164,390,233,192,82,1383,1,29,1,w1
2732,2929,66,26,272,127,300,234,177,59,1295,2,29,1,w1
2733,2948,325,10,60,11,2432,196,230,173,810,2,31,3,w3
2734,3028,8,10,190,29,2802,208,219,148,1731,2,32,3,w3
2735,2886,145,15,0,0,1050,240,236,122,1826,2,33,3,w3
2736,2841,130,13,283,34,655,240,233,120,2770,2,11,3,w3
2737,2898,342,17,834,168,242,182,212,167,1416,2,10,3,w3
2738,3367,68,23,324,85,2173,237,187,69,2525,1,39,1,w1
2739,2986,105,17,108,25,2017,246,217,93,2514,1,32,3,w3
2740,2879,148,14,30,6,1080,238,238,126,1847,2,33,3,w3
2741,2910,0,17,750,180,324,194,207,149,1341,2,10,3,w3
2742,2847,49,16,450,113,240,225,203,108,966,2,11,3,w3
2743,2426,58,20,60,29,391,230,194,88,426,6,10,4,w4
2744,3096,54,27,404,67,711,224,170,63,1697,1,29,1,w1
2745,3027,267,15,67,17,2910,181,245,202,994,2,33,3,w3
2746,3004,40,11,30,0,927,221,216,128,339,1,23,3,w3
2747,2828,213,20,42,9,1234,199,254,185,2542,5,33,3,w3
2748,2896,170,11,247,98,1206,228,245,148,2804,2,11,3,w3
2749,2772,6,13,659,73,240,203,214,147,904,2,11,3,w3
2750,2666,77,3,60,0,108,224,233,145,1062,2,11,3,w3
2751,2470,65,27,30,20,808,233,176,58,484,2,10,4,w4
2752,3443,67,14,457,150,2391,233,211,106,2402,1,40,1,w1
2753,3015,14,6,300,4,1530,215,228,150,1087,1,23,3,w3
2754,3037,45,2,277,38,2828,220,234,150,1775,2,32,3,w3
2755,3105,119,25,170,42,819,253,210,70,443,2,33,3,w3
2756,3508,4,28,283,74,2713,170,173,130,2304,1,40,1,w1
2757,2937,359,16,764,203,421,195,210,151,1358,2,10,3,w3
2758,3077,0,7,30,4,3528,210,227,155,2190,1,23,1,w1
2759,3217,88,12,268,79,1631,238,220,110,2674,1,29,1,w1
2760,3018,356,14,134,32,2670,197,215,155,990,2,31,3,w3
2761,2682,76,4,234,12,277,225,232,143,1134,2,11,3,w3
2762,2640,108,1,0,0,30,220,237,154,741,2,17,3,w3
2763,3529,320,22,228,95,2761,159,214,192,2240,1,40,1,w1
2764,3120,56,27,511,78,700,226,173,64,1654,1,29,1,w1
2765,3063,49,26,547,268,553,221,175,73,1505,1,30,1,w1
2766,3026,0,4,277,6,1500,214,232,156,1173,2,32,3,w3
2767,2885,352,18,30,4,1230,186,206,157,1744,2,23,3,w3
2768,2940,56,16,700,206,443,229,204,104,1284,2,11,3,w3
2769,2802,0,13,726,68,360,200,215,152,1020,2,11,3,w3
2770,2800,19,13,703,101,360,210,212,137,1027,2,11,3,w3
2771,3083,330,8,60,7,3594,202,231,168,2136,1,23,1,w1
2772,3350,110,11,379,68,2106,239,228,118,2416,1,39,1,w1
2773,3263,83,31,390,18,1790,245,171,31,2589,1,39,1,w1
2774,2979,317,16,30,11,2340,175,224,188,1024,2,20,3,w3
2775,2907,4,21,90,37,1260,187,195,140,1922,2,33,3,w3
2776,2806,211,18,60,10,1380,203,254,182,2722,1,20,3,w3
2777,2824,155,17,153,50,781,238,239,125,2981,2,11,3,w3
2778,2712,63,10,391,37,446,229,220,123,1240,2,11,3,w3
2779,2683,32,6,258,16,309,219,226,144,1074,2,11,3,w3
2780,2643,48,6,60,2,90,222,227,140,674,2,17,3,w3
2781,2422,259,23,256,20,162,159,246,221,488,3,10,4,w4
2782,2445,237,18,85,12,342,186,253,201,108,2,10,4,w4
2783,3487,96,24,481,53,2529,250,197,61,2234,1,40,1,w1
2784,3132,76,20,558,88,713,240,199,82,1651,1,30,1,w1
2785,3030,63,27,446,235,457,232,174,58,1381,2,30,1,w1
2786,2915,46,16,60,5,1292,223,204,110,1441,2,33,3,w3
2787,2759,274,11,150,27,108,192,243,191,2177,2,10,3,w3
2788,2630,63,2,30,0,67,221,234,150,601,2,17,3,w3
2789,2525,19,9,153,17,854,214,220,143,932,2,6,4,w4
2790,3061,237,10,134,24,3150,203,249,183,1298,2,33,3,w3
2791,3058,352,5,466,59,2828,211,231,158,1922,2,32,3,w3
2792,2947,43,22,120,11,1282,219,187,94,1320,1,24,3,w3
2793,3231,296,34,277,46,3340,107,208,230,2016,1,29,1,w1
2794,3459,315,28,42,25,2971,133,203,204,2081,1,40,1,w1
2795,3477,105,24,481,43,2553,252,202,64,2176,1,40,1,w1
2796,3061,358,7,495,62,2827,210,227,156,1939,2,32,3,w3
2797,3185,313,28,283,11,3457,132,205,207,1980,1,24,1,w1
2798,3040,269,13,190,76,2491,185,244,199,1142,2,31,3,w3
2799,3054,354,10,234,33,2731,204,223,157,1179,2,31,3,w3
2800,3044,243,10,60,7,3091,201,248,185,1317,2,33,3,w3
2801,2961,61,21,108,15,1339,232,192,83,1320,2,24,3,w3
2802,2749,68,3,0,0,503,222,234,148,2751,1,20,3,w3
2803,2951,170,16,592,119,604,230,245,142,1440,5,4,3,w3
2804,3117,304,12,0,0,3679,187,234,187,1978,1,23,1,w1
2805,3135,304,15,67,12,3628,176,231,195,1965,1,24,1,w1
2806,2788,40,8,0,0,1213,221,222,135,2954,1,20,3,w3
2807,2838,342,11,638,6,540,197,223,165,1206,2,11,3,w3
2808,2478,100,10,60,11,604,237,227,120,395,2,10,4,w4
2809,2889,54,8,454,57,601,225,223,131,1369,2,11,3,w3
2810,3006,265,10,120,24,2375,194,245,190,1231,2,31,3,w3
2811,3057,247,7,60,10,3029,205,246,179,1456,2,33,3,w3
2812,2998,47,10,108,26,2101,224,218,128,2644,1,23,3,w3
2813,2895,113,14,127,32,1470,244,224,107,2223,2,31,3,w3
2814,2837,43,17,150,42,1460,221,200,109,2790,1,24,3,w3
2815,2796,11,15,60,8,1165,202,208,140,3037,1,24,3,w3
2816,2452,295,16,201,10,30,173,234,201,379,3,10,4,w4
2817,2465,277,14,150,2,60,182,242,200,323,3,6,4,w4
2818,3128,307,12,30,4,3736,187,233,186,1884,1,24,1,w1
2819,3036,256,13,268,57,2526,190,248,196,1263,2,31,3,w3
2820,3060,52,11,127,23,2916,226,215,122,1348,2,32,3,w3
2821,3054,103,4,582,82,2609,227,234,141,2222,1,32,3,w3
2822,2852,18,5,0,0,1511,216,229,150,2405,1,23,3,w3
2823,2905,183,24,594,204,659,218,247,148,1702,5,4,3,w3
2824,2759,33,16,576,97,624,215,205,121,1148,2,11,3,w3
2825,2629,56,9,153,16,210,226,222,130,443,2,11,3,w3
2826,2487,76,7,60,15,510,229,227,131,390,2,10,4,w4
2827,3124,95,18,95,25,4126,246,211,88,2039,1,29,1,w1
2828,3055,86,27,313,78,524,247,183,47,1362,2,30,1,w1
2829,3131,50,16,30,4,1033,225,202,106,598,1,23,3,w3
2830,3134,352,17,67,15,1107,189,209,157,457,1,31,3,w3
2831,3069,20,14,150,13,1471,209,210,135,626,2,24,3,w3
2832,2791,18,14,120,23,949,208,210,137,3140,1,24,3,w3
2833,2746,25,16,524,89,566,210,204,126,997,2,11,3,w3
2834,2706,6,15,424,49,459,201,210,145,752,2,11,3,w3
2835,3290,268,21,488,177,1053,161,243,219,1931,2,29,1,w1
2836,2976,290,11,234,64,1561,189,239,190,1693,2,32,3,w3
2837,2862,337,15,42,8,1570,185,218,171,2409,1,23,3,w3
2838,2773,16,10,60,4,738,212,220,145,2951,2,31,3,w3
2839,2901,218,8,408,69,750,211,248,173,1559,5,4,3,w3
2840,2371,173,30,60,12,551,223,237,124,1208,3,4,4,w4
2841,2372,177,29,60,12,525,219,241,133,1201,3,4,4,w4
2842,2551,279,21,256,82,658,159,238,217,721,2,10,4,w4
2843,3107,319,13,108,3,3913,185,227,182,1834,1,23,1,w1
2844,3224,48,14,108,9,1718,224,209,116,2447,1,29,1,w1
2845,3159,35,13,0,0,1060,218,210,125,674,1,23,3,w3
2846,2732,82,11,90,5,371,235,220,115,2513,2,31,3,w3
2847,2834,126,6,711,8,720,231,236,138,1385,1,11,3,w3
2848,2367,197,30,30,17,382,196,248,167,1048,3,4,4,w4
2849,2353,102,21,30,10,268,249,208,77,874,3,17,4,w4
2850,2482,81,11,60,19,30,235,221,117,339,2,6,4,w4
2851,3272,68,17,272,57,1900,235,204,95,2310,1,39,1,w1
2852,3128,94,26,270,15,720,250,192,54,1554,1,30,1,w1
2853,3158,0,14,108,31,1168,198,212,151,525,1,31,3,w3
2854,2975,321,12,234,49,1624,188,228,179,1642,2,32,3,w3
2855,2871,41,14,295,37,1521,221,209,121,2803,1,32,3,w3
2856,3083,348,7,384,51,2720,207,229,160,1436,2,32,3,w3
2857,3072,90,5,30,3,1583,228,231,137,698,2,32,3,w3
2858,2763,85,8,560,24,671,232,226,126,960,2,11,3,w3
2859,2377,108,14,85,11,470,243,223,106,1273,3,4,4,w4
2860,2480,304,14,42,11,120,179,231,192,335,2,10,4,w4
2861,3506,268,22,234,94,3072,156,242,221,1774,1,40,1,w1
2862,3001,243,3,474,33,1689,213,242,166,1638,2,31,3,w3
2863,3083,278,7,481,29,2616,202,241,179,1974,2,32,3,w3
2864,3041,31,14,541,69,2408,216,209,126,2424,1,23,3,w3
2865,2910,27,8,255,58,1718,217,222,141,2601,2,32,3,w3
2866,2774,190,20,127,58,558,216,251,160,2210,2,4,3,w3
2867,2797,79,8,510,9,808,231,226,128,1159,2,11,3,w3
2868,2510,340,7,242,57,268,205,230,163,335,2,6,4,w4
2869,3036,110,26,150,59,540,253,201,58,1397,1,30,1,w1
2870,3223,75,17,85,9,1100,238,207,94,942,1,39,3,w3
2871,2379,41,23,85,30,509,216,184,92,1138,2,10,4,w4
2872,2892,82,22,180,95,182,244,196,71,1064,2,29,1,w1
2873,3080,27,3,60,4,1667,218,232,151,767,1,31,3,w3
2874,3054,63,11,108,3,1650,230,218,120,953,1,31,3,w3
2875,2765,126,11,85,11,607,239,233,123,2597,2,11,3,w3
2876,2823,54,7,576,35,871,224,225,136,1507,1,11,3,w3
2877,2667,41,16,242,59,446,221,204,114,212,2,10,3,w3
2878,3015,301,15,30,10,2324,177,232,195,1537,2,20,3,w3
2879,3073,298,15,270,78,2560,177,234,196,1533,2,32,3,w3
2880,3360,94,7,301,34,1112,232,229,130,1471,7,39,3,w3
2881,2819,48,7,499,31,908,223,225,138,1415,1,11,3,w3
2882,2768,6,11,454,19,741,207,219,149,849,2,11,3,w3
2883,2697,53,9,390,89,495,226,220,128,120,2,10,3,w3
2884,3111,88,21,90,1,726,246,200,73,1595,1,30,1,w1
2885,2998,284,6,470,36,1661,204,240,176,1745,2,31,3,w3
2886,3022,22,13,228,0,1727,212,213,136,1282,1,31,3,w3
2887,3336,24,23,379,121,2049,201,184,111,2090,1,39,1,w1
2888,3091,61,5,484,50,2777,224,229,141,1618,2,32,3,w3
2889,3109,98,5,630,55,2416,228,233,138,2186,1,32,3,w3
2890,3069,37,9,335,81,2219,220,220,135,2682,1,32,3,w3
2891,3215,7,12,268,2,1396,205,215,147,600,2,32,3,w3
2892,2966,74,16,277,46,1830,237,208,98,1863,2,31,3,w3
2893,2750,220,20,150,49,825,193,254,192,2033,5,4,3,w3
2894,3300,313,21,127,18,3692,158,218,198,1500,1,29,1,w1
2895,3308,348,17,85,10,3637,186,210,161,1500,1,29,1,w1
2896,3529,28,19,601,117,2773,209,194,115,1689,1,40,1,w1
2897,3519,29,20,661,107,2716,209,194,114,1710,1,40,1,w1
2898,3192,107,32,212,79,972,254,184,32,1842,1,30,1,w1
2899,3125,96,17,42,12,794,245,213,90,1670,1,30,1,w1
2900,2983,281,6,589,51,1537,203,241,176,1733,2,31,3,w3
2901,3089,266,8,342,94,2636,201,243,182,1627,2,32,3,w3
2902,3055,27,8,256,10,1772,217,223,142,1167,1,31,3,w3
2903,2797,354,9,30,4,1074,206,225,158,2896,1,31,3,w3
2904,2558,309,16,270,75,417,176,228,192,811,2,10,4,w4
2905,3062,52,14,212,61,2143,226,209,113,2814,1,33,3,w3
2906,3041,76,24,124,40,2117,241,186,61,2888,1,33,3,w3
2907,2534,345,13,285,65,30,195,220,163,547,2,6,4,w4
2908,3196,278,27,60,24,3990,138,233,229,1477,7,38,1,w1
2909,2882,217,19,524,262,700,197,254,188,1667,2,33,3,w3
2910,3033,275,3,150,1,1983,212,240,166,1765,2,31,3,w3
2911,3086,294,6,335,91,2620,204,239,174,1684,2,32,3,w3
2912,3096,283,8,418,101,2707,199,241,181,1693,2,32,3,w3
2913,3077,354,5,124,19,2539,212,231,157,1950,2,32,3,w3
2914,3100,36,10,781,46,2273,219,218,133,2355,1,32,3,w3
2915,3074,68,13,240,73,2117,233,213,109,2808,1,32,3,w3
2916,2773,359,14,108,14,721,198,213,152,2382,2,13,3,w3
2917,2740,233,16,153,45,953,193,252,195,1907,5,4,3,w3
2918,2444,291,19,134,30,277,165,234,207,806,3,10,4,w4
2919,3080,84,6,108,10,2591,229,229,133,1855,1,32,3,w3
2920,3304,94,14,95,8,1290,241,218,103,1342,1,31,3,w3
2921,3207,43,9,85,5,1574,222,220,132,636,2,32,3,w3
2922,2815,351,11,108,18,1106,201,222,159,2816,2,31,3,w3
2923,2501,303,20,272,87,150,161,226,204,732,3,10,4,w4
2924,3571,319,24,335,159,3095,150,210,196,1495,1,40,1,w1
2925,2954,220,8,811,66,1292,211,248,173,1754,2,31,3,w3
2926,3061,40,12,379,4,1894,221,213,125,1250,2,31,3,w3
2927,3101,331,9,437,47,2356,200,230,169,2190,2,32,3,w3
2928,3245,63,11,127,17,1557,230,218,120,752,1,31,3,w3
2929,2774,98,13,85,15,785,240,222,110,2236,2,11,3,w3
2930,2648,62,8,391,44,594,227,223,130,192,2,10,3,w3
2931,2466,13,24,192,78,648,188,182,123,1140,3,10,4,w4
2932,2448,29,27,95,57,532,199,171,94,1045,3,10,4,w4
2933,2424,13,20,30,12,446,196,194,130,977,3,10,4,w4
2934,3309,121,15,120,4,4137,245,226,106,2355,1,38,1,w1
2935,3247,66,6,120,22,4271,227,227,135,2067,1,38,1,w1
2936,3565,27,16,750,153,2713,211,203,124,1570,1,40,1,w1
2937,2549,341,18,390,135,162,179,210,168,752,2,10,4,w4
2938,2775,224,27,283,158,532,174,253,204,1639,2,13,3,w3
2939,2814,140,16,120,5,1231,242,234,117,1650,2,10,3,w3
2940,3150,112,15,228,37,870,244,224,105,1812,1,29,1,w1
2941,2962,70,21,170,62,360,237,195,79,1365,1,29,1,w1
2942,3197,20,13,150,4,1812,210,211,135,750,1,31,3,w3
2943,2955,67,10,437,76,1972,231,219,120,2601,2,32,3,w3
2944,3313,115,16,210,17,4032,245,223,102,2356,7,38,1,w1
2945,3596,27,17,698,184,2820,211,202,123,1450,1,40,1,w1
2946,3098,359,22,543,30,2051,182,194,146,1406,2,32,3,w3
2947,2950,310,15,95,30,2130,177,228,191,2240,1,33,3,w3
2948,2757,25,17,212,58,959,209,200,123,1873,2,10,3,w3
2949,3615,30,19,659,203,2880,211,194,113,1398,1,40,1,w1
2950,3344,26,15,451,110,1770,212,205,127,2094,1,39,1,w1
2951,3283,61,18,525,49,1470,232,200,94,2282,1,39,1,w1
2952,2909,63,23,150,56,210,233,187,74,1240,1,29,1,w1
2953,2889,225,11,604,243,1132,206,250,181,1894,2,23,3,w3
2954,3045,61,18,60,23,1862,232,201,95,3097,1,33,3,w3
2955,2789,166,12,30,3,1194,230,244,143,1113,3,2,3,w3
2956,3455,43,15,618,221,2130,221,205,114,1803,1,40,1,w1
2957,3067,81,5,234,1,2381,226,231,140,1961,1,32,3,w3
2958,3113,302,9,430,53,2224,194,236,181,2306,1,32,3,w3
2959,2564,14,30,175,77,711,176,163,109,1170,3,10,4,w4
2960,2577,297,29,218,163,376,125,216,224,967,3,10,4,w4
2961,3225,113,14,90,13,4159,244,224,107,1860,1,23,1,w1
2962,3119,28,5,495,61,2180,218,230,148,2363,1,32,3,w3
2963,3110,39,17,450,4,2155,219,201,112,1556,2,32,3,w3
2964,2763,156,10,30,0,1179,232,242,141,930,3,2,3,w3
2965,3271,318,18,379,92,4485,169,221,190,1357,7,38,1,w1
2966,2873,261,12,510,227,1101,189,246,195,1879,2,33,3,w3
2967,3073,252,2,351,3,2571,214,240,164,2010,1,32,3,w3
2968,2994,18,8,301,78,2227,214,223,145,2451,2,32,3,w3
2969,2859,29,6,108,9,1380,218,226,144,2713,2,11,3,w3
2970,2858,39,6,95,10,1360,220,227,142,2688,2,11,3,w3
2971,2785,234,26,120,4,1396,167,252,213,1500,2,4,3,w3
2972,2618,29,10,474,82,335,217,219,137,924,2,6,4,w4
2973,3311,81,3,150,2,3825,223,234,146,2469,7,38,1,w1
2974,3362,289,25,162,52,3812,144,228,221,1080,1,29,1,w1
2975,3084,108,4,150,7,2375,226,235,144,2103,1,32,3,w3
2976,3116,315,6,402,50,2148,205,235,170,2352,1,32,3,w3
2977,3123,39,3,513,62,2126,220,232,149,2414,1,32,3,w3
2978,2874,4,11,283,9,1572,206,220,151,2902,1,11,3,w3
2979,2865,34,11,108,3,1423,219,217,133,2722,2,11,3,w3
2980,2486,314,26,242,103,810,141,209,203,1298,2,10,4,w4
2981,3314,61,6,134,5,3787,225,228,137,2483,7,37,1,w1
2982,2848,19,11,42,3,1298,212,216,140,2505,2,11,3,w3
2983,2844,11,11,95,10,1250,209,218,146,2431,2,11,3,w3
2984,2555,306,38,182,89,525,94,190,222,1101,2,4,4,w4
2985,2615,293,16,295,174,470,172,235,202,1060,2,6,4,w4
2986,3200,54,2,60,1,4138,220,234,150,1645,1,23,1,w1
2987,3112,312,6,277,39,2135,204,236,171,2322,1,20,3,w3
2988,3056,334,10,42,4,1680,197,227,169,3280,2,31,3,w3
2989,2982,110,19,437,73,2166,249,215,86,2596,2,31,3,w3
2990,2896,54,15,518,12,1818,228,207,109,2989,1,23,3,w3
2991,2867,31,11,0,0,1392,217,216,133,2589,2,11,3,w3
2992,2772,56,13,95,11,1310,228,213,116,1033,2,11,3,w3
2993,3310,31,6,30,3,3766,219,228,145,2349,7,37,1,w1
2994,3317,320,17,0,0,3966,173,221,187,997,1,38,1,w1
2995,3645,16,12,876,233,2768,209,214,141,1266,1,40,1,w1
2996,3028,109,22,175,9,552,251,209,74,1423,1,29,1,w1
2997,2939,266,20,674,293,1366,164,244,217,2007,2,31,3,w3
2998,3187,10,23,458,46,2282,189,188,130,1266,2,32,3,w3
2999,2948,102,15,532,46,2105,244,219,99,2691,2,23,3,w3
3000,2926,97,9,648,41,2006,236,227,122,2802,1,23,3,w3
3001,2754,77,13,150,44,1302,236,215,107,1516,2,11,3,w3
3002,3522,43,19,858,288,2263,220,196,104,1572,1,40,1,w1
3003,3243,76,8,509,103,1224,230,226,128,1921,1,29,1,w1
3004,3057,115,16,120,19,646,246,222,99,1500,1,29,1,w1
3005,3031,288,6,540,37,1798,203,239,175,2258,2,31,3,w3
3006,3034,281,9,390,34,1932,196,241,185,2297,2,31,3,w3
3007,3116,322,3,408,40,2045,212,236,162,2429,1,32,3,w3
3008,3132,300,4,725,74,1931,209,238,168,2613,1,32,3,w3
3009,3062,314,13,42,7,1620,185,230,185,3217,2,31,3,w3
3010,2594,330,23,458,211,713,161,206,182,1101,2,10,4,w4
3011,2646,41,25,85,23,592,214,176,84,1224,2,33,3,w3
3012,3012,245,9,661,56,1698,202,247,183,2250,2,31,3,w3
3013,3107,45,4,268,9,2338,221,231,146,2215,1,32,3,w3
3014,3001,115,9,300,63,2341,236,232,127,2496,2,32,3,w3
3015,2688,224,23,60,22,1600,182,254,200,1293,2,4,3,w3
3016,2631,121,14,402,8,757,243,228,111,618,3,2,3,w3
3017,2854,29,11,283,16,1332,216,216,134,2247,2,11,3,w3
3018,2824,38,11,162,23,1266,220,216,130,2076,2,11,3,w3
3019,2837,176,22,404,49,1593,225,245,140,1549,2,4,3,w3
3020,3126,62,9,466,45,1666,228,221,125,2919,1,32,3,w3
3021,3004,78,8,277,66,2398,231,226,128,2496,2,32,3,w3
3022,3477,101,27,757,192,2131,252,192,49,1615,1,40,1,w1
3023,3267,106,16,424,17,1426,246,219,97,1997,1,29,1,w1
3024,3038,120,20,0,0,693,249,219,89,1425,1,29,1,w1
3025,2783,107,37,277,164,607,252,170,9,1050,2,33,3,w3
3026,3134,20,13,391,60,1954,211,212,136,2498,1,32,3,w3
3027,2983,84,11,400,45,2313,235,222,117,2616,2,31,3,w3
3028,2749,152,25,60,14,1376,242,230,102,1465,2,4,3,w3
3029,2603,17,7,488,36,721,214,225,147,757,3,11,3,w3
3030,3556,81,22,899,271,2313,244,195,69,1452,1,40,1,w1
3031,2831,51,10,240,30,1342,225,218,126,1974,2,11,3,w3
3032,2724,349,20,85,22,1565,178,202,159,1265,5,10,3,w3
3033,2676,199,21,42,14,1710,208,253,171,1172,2,4,3,w3
3034,2724,104,9,285,14,1396,235,229,126,853,3,11,3,w3
3035,2649,153,13,108,9,1050,235,240,134,661,3,2,3,w3
3036,2628,10,18,285,75,541,198,201,137,1116,3,10,3,w3
3037,3341,149,15,390,56,1674,239,238,124,1999,1,38,1,w1
3038,3011,54,18,30,4,612,228,197,96,1321,1,29,1,w1
3039,2816,268,24,301,170,1165,152,241,224,1616,2,33,3,w3
3040,2975,295,13,751,329,1557,184,236,192,2014,2,31,3,w3
3041,2986,292,10,750,134,1611,191,238,187,2068,2,31,3,w3
3042,2663,47,9,42,2,1746,224,220,130,1142,2,17,3,w3
3043,2718,133,12,342,15,1455,239,234,123,900,3,2,3,w3
3044,3632,88,23,1034,347,2506,247,196,66,1256,1,40,1,w1
3045,3337,101,11,384,52,1776,239,225,115,1892,1,38,1,w1
3046,2656,257,31,30,10,997,131,240,236,1357,2,13,3,w3
3047,3102,17,6,242,36,2442,215,228,150,2423,2,32,3,w3
3048,3140,72,2,751,59,1681,222,234,149,2794,1,32,3,w3
3049,2924,57,11,180,32,1758,228,217,121,2632,2,32,3,w3
3050,2770,192,35,268,151,1770,194,242,155,1250,2,4,3,w3
3051,3098,64,19,30,11,837,234,197,88,1403,1,29,1,w1
3052,3015,303,12,564,105,1840,188,234,187,2230,2,31,3,w3
3053,3123,119,18,30,4,2591,248,222,96,1784,1,31,3,w3
3054,2656,45,1,379,108,624,219,235,153,1237,3,2,3,w3
3055,3145,1,14,573,70,1756,199,213,150,2699,1,32,3,w3
3056,2869,99,11,175,40,1521,239,224,114,2017,2,4,3,w3
3057,2511,1,10,67,1,309,206,222,153,1482,6,10,3,w3
3058,2925,84,18,210,17,319,242,207,88,964,1,29,1,w1
3059,2956,298,18,573,322,1473,165,231,204,1788,2,33,3,w3
